Estimated owners,Peak CCU,Required age,Price,DLC count,Supported languages,Full audio languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Multiplayer,Genres
3,16,0,19.99,1,8,0,1,1,1,73,0,1843,291,37,1839,1,4
1,0,0,0,0,1,0,1,0,0,0,0,19,11,0,0,1,4
0,0,0,12.99,0,7,0,1,0,0,0,0,2,0,14,0,0,3
0,0,0,17.99,0,2,2,1,0,0,0,0,10,0,23,0,0,3
3,59,0,19.99,13,9,3,1,0,0,0,0,3023,763,42,2616,1,1
0,0,0,2.99,0,2,0,1,0,0,0,0,19,1,0,0,0,1
0,0,0,0,0,2,0,1,1,1,0,0,24,1,0,0,0,2
2,2,0,4.99,0,1,1,1,0,0,0,0,65,22,26,0,0,6
0,0,0,1.99,0,2,0,1,0,0,0,0,2,1,26,0,0,3
3,24,0,11.99,1,9,2,1,1,0,57,0,2907,338,13,2321,0,4
0,0,0,0,0,1,0,1,0,0,0,0,4,3,0,0,0,2
3,31,0,9.99,0,1,0,1,1,0,0,0,1379,107,74,1424,1,5
1,4,0,19.99,1,3,2,1,0,0,0,0,221,294,18,445,0,3
1,0,0,4.99,0,2,0,1,1,1,0,0,146,34,16,168,0,2
0,0,0,1.39,0,1,1,1,0,0,0,0,8,1,0,0,1,2
4,88,0,3.74,0,8,0,1,0,0,78,0,1001,96,0,912,0,2
2,2,0,5.99,0,10,0,1,0,0,0,0,469,380,15,600,1,1
0,8,0,4.89,0,1,0,1,0,0,0,0,0,0,10,175,0,2
2,1,0,0,8,2,2,1,0,0,0,0,266,64,100,0,0,5
0,9,0,29.99,5,1,1,1,0,0,0,0,109,24,39,127,1,3
3,2,0,0,0,7,0,1,1,1,0,0,453,220,40,0,1,4
0,0,0,14.99,0,2,1,1,0,0,0,0,5,8,12,0,1,4
4,911,0,0,0,25,0,1,0,0,0,0,2452,426,65,462,0,4
1,0,0,4.99,0,1,0,1,0,0,0,0,28,4,0,0,0,1
0,0,0,4.99,1,1,1,1,0,1,0,0,19,4,22,0,1,2
0,0,0,9.99,0,1,0,1,1,1,0,0,22,0,8,0,0,1
2,2,0,0,1,1,1,1,1,0,0,0,122,26,15,0,0,3
0,2,0,11.99,0,8,2,1,1,0,0,0,2,0,24,0,0,3
0,12,0,9.99,0,1,1,1,1,0,0,0,65,24,0,0,1,4
0,0,0,14.99,0,2,2,1,0,0,0,0,77,11,0,0,1,2
0,4,0,24.99,0,1,0,1,0,0,0,0,0,0,0,0,0,5
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,10,0,0,4
3,15,0,1.99,0,3,1,1,0,0,0,0,622,152,0,683,0,3
0,0,0,14.99,0,1,0,1,0,0,0,0,0,2,0,0,0,3
1,1,0,9.99,0,1,1,1,0,0,0,0,208,94,0,255,0,3
0,0,0,3.99,0,1,0,1,0,0,0,0,1,1,0,0,0,3
1,1,0,9.99,0,1,1,1,0,0,0,0,22,6,0,0,0,2
0,0,0,6.99,0,1,1,1,0,0,0,0,66,13,0,0,1,2
0,0,0,3.99,0,3,3,1,0,0,0,0,30,10,0,0,0,5
1,34,0,0,3,29,0,1,0,0,0,0,293,131,0,325,0,7
1,0,0,0.99,0,2,0,1,0,0,0,0,1,2,0,0,1,2
5,36,0,19.99,0,1,1,1,0,0,92,0,1138,357,0,845,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,35,9,8,0,0,4
0,0,0,9.99,0,2,2,1,0,0,0,0,20,14,7,0,0,1
0,0,0,7.99,0,1,1,1,0,0,0,0,61,36,13,0,1,4
0,0,0,9.99,0,1,0,1,0,0,0,0,7,11,0,0,1,2
1,0,0,2.99,0,1,1,1,0,0,0,0,7,2,14,0,0,3
0,0,0,3.99,0,2,1,1,0,0,0,0,26,7,4,0,0,3
0,0,0,0,0,1,1,1,0,1,0,0,0,4,15,0,0,2
4,31,0,29.99,0,6,1,1,0,0,81,0,3672,280,21,3011,1,2
0,0,0,4.99,0,1,1,1,0,0,0,0,16,5,16,0,0,4
0,1,0,9.99,0,1,0,1,1,1,0,0,128,7,88,126,1,3
1,0,0,0.99,0,29,0,1,0,0,0,0,10,0,12,0,0,2
1,0,0,0,0,1,1,1,0,0,0,0,47,14,0,0,0,5
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,3.99,0,3,3,1,1,1,0,0,15,0,0,0,1,2
0,0,0,4.99,0,1,1,1,1,1,0,0,26,4,6,0,0,3
0,0,0,9.99,1,1,0,1,0,0,0,0,0,1,12,0,0,4
1,0,0,4.99,0,1,1,1,1,1,0,0,91,11,6,0,1,3
0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,1,2
1,1,0,2.49,0,10,0,1,0,0,0,0,252,56,22,253,0,3
2,0,0,1.99,0,1,1,1,0,0,0,0,295,138,12,308,0,4
0,0,0,3.99,0,5,0,1,0,0,0,0,5,1,0,0,0,3
0,0,0,9.99,0,1,0,1,0,0,0,0,1,1,3,0,0,3
0,0,0,2.99,0,2,0,1,0,0,0,0,9,1,0,0,0,2
0,0,0,3.99,1,1,1,1,0,0,0,0,40,6,0,0,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,12,0,3,0,1,1
4,1,0,0,1,7,2,1,0,1,0,0,1112,153,46,0,0,4
0,0,0,0.99,0,1,1,1,0,0,0,0,1,1,0,0,0,4
1,0,0,9.99,0,4,4,1,0,0,0,0,28,11,0,0,1,3
0,0,0,6.99,0,2,0,1,0,0,0,0,2,0,0,0,1,2
1,0,0,6.99,0,1,0,1,0,0,0,0,1,2,0,0,0,2
0,0,0,0.99,0,9,9,1,0,0,0,0,3,0,0,0,0,2
4,10,0,9.99,0,8,7,1,0,0,60,0,849,177,0,809,0,1
0,0,0,3.99,0,1,0,1,0,0,0,0,5,1,0,0,0,2
0,0,0,0,0,1,1,1,0,0,0,0,5,4,0,0,0,5
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3
0,0,0,9.99,0,13,0,1,1,0,0,0,41,7,29,0,0,3
2,0,0,4.99,0,1,0,1,0,0,0,0,308,73,18,316,0,2
1,1,0,7.99,0,1,0,1,1,1,0,0,109,30,25,112,0,2
0,17,0,94.99,0,14,0,1,0,0,0,0,113,54,0,156,0,8
0,0,0,14.99,0,1,1,1,0,0,0,0,0,0,2,0,0,3
0,0,0,14.99,0,1,0,1,0,0,0,0,3,3,0,0,0,3
6,6270,0,0,0,12,0,1,0,0,0,0,9584,2630,94,0,1,5
0,0,0,0.49,0,4,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0.99,0,1,0,1,0,0,0,0,35,3,9,0,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,1.99,0,1,0,1,0,0,0,0,0,1,5,0,0,2
0,4,0,29.99,0,1,1,1,0,0,0,0,144,148,0,284,0,6
0,0,0,2.99,0,1,1,1,1,0,0,0,9,4,0,0,0,3
0,0,0,6.99,0,1,0,1,0,0,0,0,10,4,0,0,0,4
0,0,0,0,0,1,0,1,0,0,0,0,12,3,24,0,1,2
0,0,0,2.99,0,1,1,1,0,0,0,0,2,5,0,0,0,2
0,0,0,10.99,0,1,1,1,0,0,0,0,0,1,0,0,0,1
2,3,0,9.99,0,8,0,1,0,0,0,0,547,400,12,884,0,4
2,1,0,9.99,0,1,0,1,0,0,0,0,557,23,0,478,1,2
0,0,0,0,1,1,0,1,1,0,0,0,31,2,19,0,0,3
1,0,0,3.99,1,1,1,1,1,1,0,0,139,22,38,143,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,306,60,10,303,0,4
0,0,0,1.99,0,1,0,1,0,0,0,0,4,3,4,0,0,5
0,0,0,4.99,0,1,1,1,0,0,0,0,1,0,0,0,0,3
0,0,0,7.49,1,7,0,1,1,1,0,0,32,12,27,0,0,2
2,2,0,19.99,0,1,0,1,0,0,0,0,171,34,51,175,0,4
1,0,0,0,1,3,0,1,1,1,0,0,142,23,9,0,0,3
0,0,0,0.49,0,1,1,1,0,0,0,0,23,18,0,0,1,4
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
0,0,0,14.99,5,2,0,1,0,0,0,0,8,1,40,0,0,6
0,0,0,4.99,0,6,0,1,1,1,0,0,80,1,37,0,0,2
4,3,0,2.24,0,6,2,1,1,1,77,0,691,175,65,319,1,3
1,0,0,9.99,0,12,0,1,1,0,0,0,3,1,17,0,0,3
0,44,0,15.99,0,12,2,1,0,0,0,0,358,96,25,364,0,3
0,0,0,2.99,0,1,1,1,0,0,0,0,9,0,0,0,0,3
4,4,0,14.99,0,12,2,1,1,0,74,0,1485,374,63,1083,0,4
3,2,0,9.99,0,1,1,1,0,0,0,0,178,54,0,185,1,2
2,0,0,2.99,0,2,0,1,1,1,0,0,141,70,9,138,1,6
1,1,0,11.99,0,29,29,1,0,0,0,0,247,29,20,228,0,5
3,0,0,0,0,7,7,1,1,1,0,0,201,93,24,0,0,3
0,0,0,1.99,2,1,0,1,0,0,0,0,0,0,40,0,0,2
0,0,0,0.99,0,2,0,1,0,0,0,0,16,7,0,0,1,3
0,0,0,6.99,0,1,0,1,0,0,0,0,1,0,10,0,0,4
0,0,0,1.99,0,1,0,1,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,44,16,19,0,1,3
0,0,0,0,1,1,0,1,1,0,0,0,18,2,81,0,0,3
0,0,0,1.99,0,1,1,1,1,1,0,0,0,0,44,150,1,2
0,0,0,3.99,0,1,0,1,0,0,0,0,1,0,8,0,1,4
0,0,0,13.99,0,2,2,1,0,0,0,0,8,4,12,0,1,3
0,0,0,0.99,0,1,0,1,0,0,0,0,2,0,0,0,0,3
0,0,0,49.99,6,6,2,1,0,0,0,0,7,22,34,0,1,1
0,0,0,4.99,0,1,0,1,0,0,0,0,5,4,8,0,0,4
4,20,0,9.99,0,1,1,1,1,1,0,0,2919,715,0,2874,1,4
0,0,0,8.99,0,1,0,1,0,0,0,0,2,1,4,0,0,3
0,0,0,24.99,0,1,1,1,0,0,0,0,26,24,0,0,0,7
0,0,0,0.99,0,1,0,1,0,0,0,0,10,0,78,0,0,3
0,0,0,8.99,0,27,0,1,0,0,0,0,13,18,0,0,1,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
5,37,0,0.49,0,1,0,1,0,0,0,0,1026,399,165,1313,0,4
0,0,0,6.99,0,1,0,1,0,0,0,0,1,6,0,0,0,4
1,0,0,4.99,1,2,0,1,0,0,0,0,204,11,42,182,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,41,0,0,2
0,0,0,2.99,0,1,0,1,0,1,0,0,20,6,13,0,0,2
5,4,0,14.99,0,1,0,1,0,0,0,0,527,161,0,548,0,1
0,0,0,6.99,0,1,1,1,0,0,0,0,5,3,0,0,0,7
0,0,0,0.99,0,1,0,1,0,0,0,0,1,0,5,0,0,3
0,0,0,9.99,0,1,1,1,1,1,0,0,15,8,11,0,0,2
2,0,0,0,2,2,0,1,1,1,0,0,779,99,11,0,0,4
1,1,0,1.99,0,1,1,1,0,0,0,0,878,37,0,892,0,1
3,3,0,4.99,0,1,1,1,1,1,80,0,1145,136,8,1051,0,2
0,2,0,16.99,0,2,0,1,0,0,0,0,74,1,0,0,0,3
0,0,0,0.99,0,2,0,1,0,0,0,0,5,1,6,0,0,1
4,9,0,1.49,1,9,0,1,1,1,0,0,4127,898,77,3964,0,7
4,7,0,9.99,1,10,10,1,1,0,82,0,4879,225,53,3499,0,3
4,52,17,19.99,0,1,1,1,0,0,72,0,3056,608,27,3005,1,2
0,0,0,0.99,0,1,0,1,0,0,0,0,4,2,0,0,0,2
0,1,0,19.99,0,1,0,1,0,0,0,0,111,4,25,104,0,3
1,0,0,29.99,0,5,0,1,0,0,39,0,60,156,20,188,1,1
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,4,0,0,4
0,0,0,9.99,0,1,1,1,0,0,0,0,0,3,4,0,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,0,3
1,1,0,6.99,0,8,2,1,0,0,0,0,113,231,36,248,0,1
1,0,0,3.99,0,1,1,1,0,0,0,0,4,1,5,0,0,1
0,31,0,39.99,2,19,4,1,0,0,0,0,52,27,23,0,1,2
1,0,0,6.99,0,1,1,1,0,0,0,0,134,26,13,108,0,4
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2,0,0,0.99,0,1,1,1,1,1,0,0,260,76,17,0,0,3
0,0,0,0.99,1,29,0,1,0,0,0,0,8,4,30,0,0,3
0,0,0,9.99,0,1,0,1,0,0,0,0,20,0,0,0,1,2
0,0,0,4.99,0,2,2,1,0,0,0,0,7,4,4,0,1,5
0,0,0,4.99,0,4,0,1,1,0,0,0,24,7,0,0,0,3
0,0,0,0.49,0,1,0,1,0,0,0,0,11,24,0,0,0,2
0,1,0,1.99,0,1,0,1,0,0,0,0,0,0,32,0,0,2
0,3,0,15.99,0,3,2,1,0,0,0,0,163,5,0,162,0,3
0,0,0,2.99,0,1,0,1,0,0,0,0,11,0,0,0,1,5
0,0,0,4.99,0,1,1,1,0,0,0,0,10,6,17,0,0,2
2,25,0,9.99,0,1,1,1,0,0,0,0,1469,260,8,1632,0,2
0,0,0,1.99,0,1,1,1,0,0,0,0,21,0,19,0,0,3
1,0,0,0,0,1,1,1,0,0,0,0,17,5,0,0,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,27,10,16,0,0,3
0,0,0,19.99,1,7,2,1,0,0,0,0,33,28,32,0,1,3
1,0,0,7.99,1,1,1,1,0,0,66,0,187,63,22,187,0,3
4,7,0,0,0,3,0,1,0,0,0,0,25,24,16,0,1,3
3,88,0,4.99,0,1,0,1,1,0,76,0,1187,61,0,1029,0,1
0,0,0,17.99,0,1,0,1,0,0,0,0,5,5,0,0,0,7
0,0,0,2.99,0,1,1,1,0,0,0,0,6,6,0,0,0,3
0,1,0,1.13,0,1,0,1,0,0,0,0,98,8,15,0,0,2
0,0,0,29.99,0,6,2,1,0,0,0,0,200,271,0,350,0,2
0,0,0,1.99,0,1,1,1,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2
0,0,0,1.99,0,2,0,1,0,0,0,0,10,9,10,0,0,1
1,1,0,9.99,0,12,0,1,0,0,0,0,125,27,32,117,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,0,1,0,0,0,2
1,4,0,0,26,1,1,1,0,0,0,0,72,12,34,0,0,7
0,0,0,1.99,0,1,1,1,0,0,0,0,5,0,3,0,1,3
0,0,0,3.99,0,1,0,1,1,1,0,0,3,7,22,0,0,3
0,0,0,4.99,0,1,1,1,0,0,0,0,1,0,0,0,0,2
0,0,0,11.24,0,1,0,1,0,0,0,0,31,24,29,0,0,2
0,10,0,1.99,0,13,0,1,0,0,0,0,23,2,7,0,0,5
1,0,0,9.99,0,1,1,1,0,0,0,0,1,0,26,0,1,7
0,0,0,4.99,0,1,0,1,0,0,0,0,5,0,0,0,1,3
2,0,0,0.99,0,1,0,1,1,1,0,0,14,47,200,0,0,2
0,0,0,4.99,0,1,1,1,0,0,0,0,10,7,8,0,0,3
0,0,0,59.99,0,4,0,1,0,0,0,0,11,4,0,0,0,1
4,60,0,29.99,28,6,2,1,0,0,0,0,2831,714,50,3196,1,1
0,3,0,0,7,1,0,1,0,0,0,0,0,0,7,0,0,2
1,0,0,2.99,0,11,0,1,0,0,0,0,10,0,0,0,0,3
0,0,0,0.99,0,1,1,1,0,0,0,0,7,8,8,0,0,5
3,4,0,9.99,0,1,1,1,1,1,0,0,368,10,0,364,1,1
1,1,0,0.99,0,27,27,1,0,0,0,0,279,18,1203,287,0,2
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4
0,1,0,5.99,0,1,0,1,0,0,0,0,0,0,13,0,0,2
0,0,0,0.99,0,2,1,1,0,1,0,0,17,17,0,0,0,1
3,4,0,14.99,5,12,0,1,1,1,0,0,726,419,23,744,1,3
1,1,0,12.99,0,2,0,1,1,1,0,0,212,11,0,150,0,2
1,2,0,15.99,0,13,2,1,0,0,0,0,407,73,39,389,0,2
0,0,0,5.99,0,1,0,1,0,0,0,0,1,0,0,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,3.99,0,1,0,1,0,0,0,0,2,0,0,0,0,2
0,0,0,12.99,1,6,2,1,1,0,0,0,90,7,37,0,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,21,5,5,0,0,4
0,5,18,19.99,1,1,0,1,1,1,73,95,170,8,20,157,0,3
2,1,0,8.99,0,8,0,1,1,1,0,0,115,17,18,112,0,2
0,0,0,9.99,0,8,0,1,0,0,0,0,3,13,22,0,1,4
0,10,0,11.99,0,2,2,1,0,0,0,0,0,0,9,1566,0,2
0,0,0,19.99,0,6,2,1,0,0,0,0,40,16,24,0,0,1
1,2,0,4.99,0,11,0,1,0,0,0,0,706,102,5,765,1,1
0,0,0,7.99,0,29,0,1,0,0,0,0,4,8,0,0,1,3
1,0,0,0,10,1,1,1,0,0,0,0,12,16,0,0,0,3
0,0,0,4.99,0,1,0,1,1,1,0,0,11,5,27,0,0,5
0,0,0,7.99,0,1,1,1,1,0,0,0,3,1,24,0,0,2
0,0,0,1.99,0,1,1,1,1,0,0,0,11,2,0,0,0,3
0,0,0,10.99,0,2,2,1,0,0,0,0,10,1,0,0,0,1
0,0,0,0.99,0,1,0,1,0,0,0,0,0,1,0,0,0,2
4,78,0,19.99,0,2,0,1,0,0,91,0,3842,216,0,3709,1,1
3,2,0,0.99,1,27,27,1,0,0,0,0,2374,157,2130,2390,0,2
1,1,0,0,0,8,0,1,0,0,0,0,19,25,0,0,0,4
0,0,0,9.99,0,1,1,1,0,0,0,0,6,3,0,0,0,4
0,0,0,29.99,0,7,0,1,0,0,0,0,24,56,0,0,1,1
0,0,0,14.99,0,10,2,1,0,1,0,0,24,3,46,0,0,3
0,0,0,0.49,0,2,2,1,0,0,0,0,33,29,6,0,0,2
3,1069,17,59.99,12,9,2,1,0,0,87,0,3134,1362,83,4162,0,2
0,0,0,3.99,0,1,0,1,0,0,0,0,2,1,49,0,1,2
2,0,0,9.99,0,1,0,1,1,1,0,0,8,16,31,0,0,3
1,0,0,10.99,0,1,1,1,0,0,0,0,13,3,6,0,0,3
0,0,0,3.99,0,1,1,1,0,0,0,0,10,1,0,0,0,3
0,0,0,3.99,0,2,0,1,0,0,0,0,0,0,15,0,0,2
2,0,0,0,2,2,0,1,1,1,0,0,41,23,65,0,1,5
0,0,0,5.99,0,1,0,1,1,0,0,0,1,0,0,0,0,2
1,0,0,9.99,0,9,2,1,1,1,0,0,141,41,20,114,0,2
0,0,0,3.99,0,2,0,1,1,0,0,0,0,1,0,0,0,11
0,0,0,9.99,1,5,0,1,0,0,0,0,10,0,56,0,1,2
0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4
1,0,0,0,0,1,1,1,0,0,0,0,128,12,15,0,0,3
1,0,0,0,0,1,1,1,0,0,0,0,114,76,0,0,0,5
3,1,0,9.99,3,3,0,1,1,1,0,0,235,31,51,202,1,3
0,1,0,5.39,0,1,1,1,0,0,0,0,3,1,0,0,0,2
0,0,0,0.99,0,2,0,1,0,0,0,0,6,5,9,0,0,2
1,1,0,0,0,2,2,1,1,0,0,0,125,17,0,0,0,4
0,0,0,1.99,0,1,0,1,0,1,0,0,1,6,25,0,0,3
0,0,0,0.99,0,2,0,1,0,0,0,0,5,1,20,0,0,7
0,0,0,4.99,0,1,0,1,0,0,0,0,25,16,0,0,1,4
2,2,0,2.99,1,15,0,1,1,0,0,0,1263,125,14,1238,0,2
0,1,0,2.99,0,1,1,1,0,0,0,0,27,2,0,0,0,4
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,0,3
1,0,0,11.99,0,1,1,1,0,0,0,0,8,0,13,0,0,1
1,0,0,3.99,0,1,0,1,1,1,0,0,263,12,9,237,0,3
0,0,0,17.99,0,2,2,1,0,0,0,0,13,21,5,0,1,1
0,0,0,0.99,0,1,1,1,0,0,0,0,2,2,0,0,0,3
2,2,0,24.99,5,4,0,1,0,0,0,0,81,29,0,0,1,2
0,0,0,19.99,0,1,1,1,0,0,0,0,2,0,0,0,0,4
0,0,0,19.99,0,2,0,1,0,0,0,0,1,1,14,0,0,4
7,4340,17,59.99,0,9,2,1,1,0,0,0,45069,6614,0,47161,1,4
3,96,0,12.59,0,7,2,1,1,0,0,0,2232,193,0,2119,0,4
0,0,0,0,0,1,1,1,0,0,0,0,7,5,0,0,1,4
0,0,0,2.99,0,3,0,1,0,0,0,0,4,0,0,0,0,2
0,0,0,8.99,0,4,4,1,0,0,0,0,18,1,47,0,0,5
0,0,0,14.99,0,1,0,1,1,1,0,0,2,1,77,0,0,3
0,0,0,0.99,0,1,0,1,1,1,0,0,8,1,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,10,1,0,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,10,1,0,0,0,2
0,0,0,1.99,0,1,0,1,1,1,0,0,60,6,2,0,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,14,2,55,0,1,2
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
0,0,0,2.99,0,1,1,1,0,0,0,0,18,4,0,0,1,4
0,0,0,49.99,0,1,0,1,0,0,0,0,8,2,0,0,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,1,3,0,0,0,2
0,0,0,2.99,0,1,0,1,1,1,0,0,4,6,0,0,1,3
0,0,0,0.99,0,1,0,1,0,0,0,0,2,0,8,0,0,1
0,5,0,29.99,0,1,0,1,0,0,0,0,120,9,18,119,0,2
0,0,0,4.49,0,1,0,1,0,0,0,0,13,1,6,0,1,4
0,0,0,1.99,0,1,0,1,0,0,0,0,4,0,0,0,0,3
0,0,0,1.99,0,9,0,1,0,1,0,0,0,0,16,0,0,2
3,28,0,13.39,1,1,1,1,1,0,70,0,545,47,21,511,0,3
1,141,0,2.99,0,12,2,1,0,0,0,0,415,42,16,456,0,3
2,6,0,0,1,3,2,1,0,0,0,0,450,445,0,705,1,3
0,0,0,6.99,0,1,1,1,0,0,0,0,30,0,22,0,0,2
1,0,0,0,0,1,1,1,0,0,0,0,462,15,4,0,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,18,7,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
2,0,0,4.99,0,1,1,1,0,0,0,0,6,11,18,0,1,3
3,2,0,14.99,0,1,1,1,1,1,0,0,326,157,22,210,0,5
0,0,0,2.99,0,1,0,1,0,0,0,0,6,3,10,0,0,4
0,0,0,5.99,1,3,1,1,0,0,0,0,58,2,10,0,0,3
0,6,0,11.99,0,7,0,1,0,0,0,0,13,4,25,0,1,5
2,2,0,4.99,0,2,0,1,0,0,0,0,145,125,0,228,0,1
0,0,0,0,0,1,1,1,0,0,0,0,7,1,0,0,0,1
0,0,0,4.99,0,2,0,1,0,0,0,0,2,0,6,0,0,4
2,0,0,0.99,0,1,0,1,0,0,0,0,34,6,0,0,0,2
0,35,0,14.99,0,1,0,1,1,1,0,0,0,0,0,162,0,3
0,0,0,0,0,5,5,1,0,0,0,0,0,0,3,0,0,5
3,22,0,0,7,1,0,1,0,0,0,0,374,101,62,0,0,4
0,2,0,9.99,0,29,0,1,0,0,0,0,51,1,29,0,0,2
0,0,0,3.99,0,1,1,1,0,0,68,0,56,3,0,0,1,4
0,0,0,19.99,0,1,0,1,0,0,0,0,7,6,0,0,0,2
0,0,0,1.99,0,1,1,1,0,0,0,0,5,4,12,0,0,2
0,0,0,9.99,0,1,0,1,1,1,0,0,11,2,0,0,0,3
0,0,0,5.99,0,6,2,1,0,0,0,0,15,1,0,0,0,4
0,3,0,14.99,1,2,0,1,1,1,0,0,266,94,34,273,0,2
0,0,0,4.99,0,1,0,1,1,0,0,0,34,12,0,0,0,20
2,0,0,0.99,0,1,1,1,0,0,0,0,117,92,0,158,0,1
0,0,10,10.99,0,28,0,1,0,0,0,0,2,2,15,0,0,6
0,1,0,2.99,0,1,1,1,0,0,0,0,74,14,0,0,0,5
2,0,0,9.99,0,2,2,1,1,1,0,0,191,51,15,200,0,3
0,0,0,1.99,0,2,0,1,0,0,0,0,29,8,11,0,0,2
0,0,0,4.99,0,4,0,1,1,0,0,0,5,3,0,0,0,1
1,0,0,2.99,0,4,0,1,1,1,0,0,137,39,10,142,1,3
1,0,0,0.99,0,1,0,1,0,0,0,0,55,22,0,0,0,4
0,0,0,6.99,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,0,2
1,0,0,6.99,0,4,2,1,0,0,0,0,93,4,0,0,0,1
2,0,0,19.99,0,7,7,1,0,0,61,0,213,302,17,383,0,5
0,0,0,4.99,0,16,0,1,0,0,0,0,43,11,0,0,1,4
1,0,0,5.99,0,1,0,1,1,0,0,0,9,4,0,0,0,1
2,1,0,29.99,0,2,1,1,0,0,0,0,361,77,56,308,1,1
0,0,0,11.99,0,4,0,1,0,0,0,0,6,5,7,0,1,3
0,0,0,2.99,0,1,0,1,0,0,0,0,3,8,0,0,0,3
1,3,0,4.99,0,1,1,1,0,0,0,0,164,34,44,189,0,3
6,106,17,0,73,10,3,1,0,0,0,0,3531,1274,14,0,0,2
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
4,34,0,29.99,24,11,0,1,0,0,80,0,3331,581,35,2755,1,3
0,0,0,4.99,0,1,0,1,0,0,0,0,6,6,0,0,0,3
4,0,0,4.99,0,2,0,1,0,0,0,0,6,0,15,0,0,3
0,1,0,14.99,1,14,3,1,0,0,0,0,53,10,29,0,1,3
0,0,0,2.99,0,1,0,1,0,0,0,0,0,2,0,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,14,3,1,0,0,2
0,0,0,7.99,0,3,3,1,0,0,0,0,105,12,14,0,0,5
0,0,0,0,0,1,1,1,0,0,0,0,39,22,6,0,0,5
5,16,0,5.24,4,5,3,1,0,0,70,0,2774,1208,52,2930,0,3
0,1,0,2.99,0,9,2,1,0,0,0,0,63,20,20,0,0,3
0,0,0,0,0,2,2,1,0,0,0,0,1,2,1,0,1,2
1,1,0,3.99,0,3,0,1,1,1,0,0,79,15,8,0,1,2
2,0,0,0,0,8,0,1,1,1,0,0,402,53,13,337,0,3
2,0,0,0,0,1,1,1,0,0,0,0,27,7,14,0,1,7
0,0,0,4.99,0,1,0,1,0,0,0,0,28,1,0,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,18,0,1,0,0,3
2,1,0,12.99,0,1,0,1,0,0,75,0,135,85,0,180,0,2
0,0,0,0.99,0,7,0,1,1,1,0,0,10,3,35,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,5
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4
0,0,0,24.99,0,2,0,1,0,0,0,0,9,1,0,0,0,2
0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,4
0,5,0,17.99,0,1,0,1,0,0,0,0,42,8,14,0,1,3
0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,4
0,0,0,7.99,0,1,1,1,0,0,0,0,3,0,0,0,0,3
0,1,0,14.99,0,2,0,1,0,0,0,0,0,0,0,187,0,1
1,0,0,3.99,0,1,1,1,0,0,0,0,2,14,19,0,0,3
0,0,0,4.99,0,1,0,1,0,0,0,0,17,2,18,0,0,3
0,0,0,1.99,0,2,1,1,0,0,0,0,5,3,0,0,0,2
2,0,0,6.99,0,1,0,1,0,0,0,0,17,0,25,0,0,2
